flip_angle_(fraction_of_nominal),rf_phase_(deg),extension_of_base_TR_(ms),extension_of_base_TE_(ms)
0.162501,0.000000,0.00,2.06
0.160981,0.000000,0.00,2.06
0.159424,0.000000,0.00,2.06
0.157832,0.000000,0.00,2.07
0.156205,0.000000,0.00,2.07
0.154542,0.000000,0.00,2.07
0.152845,0.000000,0.00,2.07
0.151114,0.000000,0.00,2.08
0.149349,0.000000,0.00,2.08
0.147551,0.000000,0.00,2.08
0.145719,0.000000,0.00,2.08
0.143855,0.000000,0.00,2.09
0.141959,0.000000,0.00,2.09
0.140031,0.000000,0.00,2.09
0.138072,0.000000,0.00,2.09
0.136081,0.000000,0.00,2.10
0.134061,0.000000,0.00,2.10
0.132010,0.000000,0.00,2.10
0.129930,0.000000,0.00,2.11
0.127821,0.000000,0.00,2.11
0.125683,0.000000,0.00,2.11
0.123517,0.000000,0.00,2.11
0.121323,0.000000,0.00,2.12
0.119102,0.000000,0.00,2.12
0.116854,0.000000,0.00,2.12
0.114581,0.000000,0.00,2.12
0.112282,0.000000,0.00,2.13
0.109957,0.000000,0.00,2.13
0.107608,0.000000,0.00,2.13
0.105235,0.000000,0.00,2.13
0.102838,0.000000,0.00,2.14
0.100419,0.000000,0.00,2.14
0.097976,0.000000,0.00,2.14
0.095512,0.000000,0.00,2.15
0.093027,0.000000,0.00,2.15
0.090521,0.000000,0.00,2.15
0.087994,0.000000,0.00,2.15
0.085448,0.000000,0.00,2.16
0.082883,0.000000,0.00,2.16
0.080299,0.000000,0.00,2.16
0.077697,0.000000,0.00,2.16
0.075078,0.000000,0.00,2.17
0.072441,0.000000,0.00,2.17
0.069789,0.000000,0.00,2.17
0.067121,0.000000,0.00,2.17
0.064438,0.000000,0.00,2.18
0.061741,0.000000,0.00,2.18
0.059030,0.000000,0.00,2.18
0.056306,0.000000,0.00,2.19
0.053569,0.000000,0.00,2.19
0.050820,0.000000,0.00,2.19
0.048059,0.000000,0.00,2.19
0.045288,0.000000,0.00,2.20
0.042507,0.000000,0.00,2.20
0.039716,0.000000,0.00,2.20
0.036917,0.000000,0.00,2.20
0.034109,0.000000,0.00,2.21
0.031293,0.000000,0.00,2.21
0.028471,0.000000,0.00,2.21
0.025642,0.000000,0.00,2.21
0.022807,0.000000,0.00,2.22
0.019968,0.000000,0.00,2.22
0.017123,0.000000,0.00,2.22
0.014275,0.000000,0.00,2.23
0.011424,0.000000,0.00,2.23
0.008570,0.000000,0.00,2.23
0.005715,0.000000,0.00,2.23
0.002858,0.000000,0.00,2.24
0.000000,0.000000,0.00,2.24
0.014839,0.000000,0.00,2.24
0.029674,0.000000,0.00,2.24
0.044503,0.000000,0.00,2.25
0.059322,0.000000,0.00,2.25
0.074127,0.000000,0.00,2.25
0.088916,0.000000,0.00,2.25
0.103686,0.000000,0.00,2.26
0.118431,0.000000,0.00,2.26
0.133151,0.000000,0.00,2.26
0.147840,0.000000,0.00,2.27
0.162497,0.000000,0.00,2.27
0.177117,0.000000,0.00,2.27
0.191697,0.000000,0.00,2.27
0.206235,0.000000,0.00,2.28
0.220726,0.000000,0.00,2.28
0.235169,0.000000,0.00,2.28
0.249558,0.000000,0.00,2.28
0.263891,0.000000,0.00,2.29
0.278166,0.000000,0.00,2.29
0.292378,0.000000,0.00,2.29
0.306525,0.000000,0.00,2.29
0.320603,0.000000,0.00,2.30
0.334610,0.000000,0.00,2.30
0.348541,0.000000,0.00,2.30
0.362395,0.000000,0.00,2.31
0.376167,0.000000,0.00,2.31
0.389856,0.000000,0.00,2.31
0.403457,0.000000,0.00,2.31
0.416967,0.000000,0.00,2.32
0.430385,0.000000,0.00,2.32
0.443706,0.000000,0.00,2.32
0.456928,0.000000,0.00,2.32
0.470047,0.000000,0.00,2.33
0.483062,0.000000,0.00,2.33
0.495968,0.000000,0.00,2.33
0.508763,0.000000,0.00,2.33
0.521445,0.000000,0.00,2.34
0.534009,0.000000,0.00,2.34
0.546454,0.000000,0.00,2.34
0.558777,0.000000,0.00,2.35
0.570975,0.000000,0.00,2.35
0.583045,0.000000,0.00,2.35
0.594985,0.000000,0.00,2.35
0.606791,0.000000,0.00,2.36
0.618462,0.000000,0.00,2.36
0.629994,0.000000,0.00,2.36
0.641385,0.000000,0.00,2.36
0.652633,0.000000,0.00,2.37
0.663735,0.000000,0.00,2.37
0.674688,0.000000,0.00,2.37
0.685490,0.000000,0.00,2.37
0.696138,0.000000,0.00,2.38
0.706631,0.000000,0.00,2.38
0.716966,0.000000,0.00,2.38
0.727140,0.000000,0.00,2.39
0.737152,0.000000,0.00,2.39
0.746999,0.000000,0.00,2.39
0.756678,0.000000,0.00,2.39
0.766188,0.000000,0.00,2.40
0.775527,0.000000,0.00,2.40
0.784692,0.000000,0.00,2.40
0.793681,0.000000,0.00,2.40
0.802493,0.000000,0.00,2.41
0.811125,0.000000,0.00,2.41
0.819576,0.000000,0.00,2.41
0.827843,0.000000,0.00,2.41
0.835925,0.000000,0.00,2.42
0.843820,0.000000,0.00,2.42
0.851526,0.000000,0.00,2.42
0.859042,0.000000,0.00,2.43
0.866365,0.000000,0.00,2.43
0.873494,0.000000,0.00,2.43
0.880428,0.000000,0.00,2.43
0.887165,0.000000,0.00,2.44
0.893703,0.000000,0.00,2.44
0.900042,0.000000,0.00,2.44
0.906178,0.000000,0.00,2.44
0.912112,0.000000,0.00,2.45
0.917842,0.000000,0.00,2.45
0.923367,0.000000,0.00,2.45
0.928685,0.000000,0.00,2.45
0.933795,0.000000,0.00,2.46
0.938696,0.000000,0.00,2.46
0.943387,0.000000,0.00,2.46
0.947867,0.000000,0.00,2.47
0.952135,0.000000,0.00,2.47
0.956189,0.000000,0.00,2.47
0.960030,0.000000,0.00,2.47
0.963656,0.000000,0.00,2.48
0.967066,0.000000,0.00,2.48
0.970260,0.000000,0.00,2.48
0.973236,0.000000,0.00,2.48
0.975995,0.000000,0.00,2.49
0.978535,0.000000,0.00,2.49
0.980857,0.000000,0.00,2.49
0.982959,0.000000,0.00,2.49
0.984840,0.000000,0.00,2.50
0.986502,0.000000,0.00,2.50
0.987943,0.000000,0.00,2.50
0.989162,0.000000,0.00,2.51
0.990160,0.000000,0.00,2.51
0.990937,0.000000,0.00,2.51
0.991492,0.000000,0.00,2.51
0.991825,0.000000,0.00,2.52
0.991936,0.000000,0.00,2.52
0.991825,0.000000,0.00,2.52
0.991492,0.000000,0.00,2.52
0.990937,0.000000,0.00,2.53
0.990160,0.000000,0.00,2.53
0.989162,0.000000,0.00,2.53
0.987943,0.000000,0.00,2.54
0.986502,0.000000,0.00,2.54
0.984840,0.000000,0.00,2.54
0.982959,0.000000,0.00,2.54
0.980857,0.000000,0.00,2.55
0.978535,0.000000,0.00,2.55
0.975995,0.000000,0.00,2.55
0.973236,0.000000,0.00,2.55
0.970260,0.000000,0.00,2.56
0.967066,0.000000,0.00,2.56
0.963656,0.000000,0.00,2.56
0.960030,0.000000,0.00,2.56
0.956189,0.000000,0.00,2.57
0.952135,0.000000,0.00,2.57
0.947867,0.000000,0.00,2.57
0.943387,0.000000,0.00,2.58
0.938696,0.000000,0.00,2.58
0.933795,0.000000,0.00,2.58
0.928685,0.000000,0.00,2.58
0.923367,0.000000,0.00,2.59
0.917842,0.000000,0.00,2.59
0.912112,0.000000,0.00,2.59
0.906178,0.000000,0.00,2.59
0.900042,0.000000,0.00,2.60
0.893703,0.000000,0.00,2.60
0.887165,0.000000,0.00,2.60
0.880428,0.000000,0.00,2.60
0.873494,0.000000,0.00,2.61
0.866365,0.000000,0.00,2.61
0.859042,0.000000,0.00,2.61
0.851526,0.000000,0.00,2.62
0.843820,0.000000,0.00,2.62
0.835925,0.000000,0.00,2.62
0.827843,0.000000,0.00,2.62
0.819576,0.000000,0.00,2.63
0.811125,0.000000,0.00,2.63
0.802493,0.000000,0.00,2.63
0.793681,0.000000,0.00,2.63
0.784692,0.000000,0.00,2.64
0.775527,0.000000,0.00,2.64
0.766188,0.000000,0.00,2.64
0.756678,0.000000,0.00,2.64
0.746999,0.000000,0.00,2.65
0.737152,0.000000,0.00,2.65
0.727140,0.000000,0.00,2.65
0.716966,0.000000,0.00,2.66
0.706631,0.000000,0.00,2.66
0.696138,0.000000,0.00,2.66
0.685490,0.000000,0.00,2.66
0.674688,0.000000,0.00,2.67
0.663735,0.000000,0.00,2.67
0.652633,0.000000,0.00,2.67
0.641385,0.000000,0.00,2.67
0.629994,0.000000,0.00,2.68
0.618462,0.000000,0.00,2.68
0.606791,0.000000,0.00,2.68
0.594985,0.000000,0.00,2.68
0.583045,0.000000,0.00,2.69
0.570975,0.000000,0.00,2.69
0.558777,0.000000,0.00,2.69
0.546454,0.000000,0.00,2.70
0.534009,0.000000,0.00,2.70
0.521445,0.000000,0.00,2.70
0.508763,0.000000,0.00,2.70
0.495968,0.000000,0.00,2.71
0.483062,0.000000,0.00,2.71
0.470047,0.000000,0.00,2.71
0.456928,0.000000,0.00,2.71
0.443706,0.000000,0.00,2.72
0.430385,0.000000,0.00,2.72
0.416967,0.000000,0.00,2.72
0.403457,0.000000,0.00,2.72
0.389856,0.000000,0.00,2.73
0.376167,0.000000,0.00,2.73
0.362395,0.000000,0.00,2.73
0.348541,0.000000,0.00,2.74
0.334610,0.000000,0.00,2.74
0.320603,0.000000,0.00,2.74
0.306525,0.000000,0.00,2.74
0.292378,0.000000,0.00,2.75
0.278166,0.000000,0.00,2.75
0.263891,0.000000,0.00,2.75
0.249558,0.000000,0.00,2.75
0.235169,0.000000,0.00,2.76
0.220726,0.000000,0.00,2.76
0.206235,0.000000,0.00,2.76
0.191697,0.000000,0.00,2.76
0.177117,0.000000,0.00,2.77
0.162497,0.000000,0.00,2.77
0.147840,0.000000,0.00,2.77
0.133151,0.000000,0.00,2.78
0.118431,0.000000,0.00,2.78
0.103686,0.000000,0.00,2.78
0.088916,0.000000,0.00,2.78
0.074127,0.000000,0.00,2.79
0.059322,0.000000,0.00,2.79
0.044503,0.000000,0.00,2.79
0.029674,0.000000,0.00,2.79
0.014839,0.000000,0.00,2.80
0.000000,0.000000,0.00,2.80
0.006262,0.000000,0.00,2.80
0.012522,0.000000,0.00,2.80
0.018780,0.000000,0.00,2.81
0.025034,0.000000,0.00,2.81
0.031282,0.000000,0.00,2.81
0.037523,0.000000,0.00,2.82
0.043755,0.000000,0.00,2.82
0.049978,0.000000,0.00,2.82
0.056189,0.000000,0.00,2.82
0.062388,0.000000,0.00,2.83
0.068573,0.000000,0.00,2.83
0.074743,0.000000,0.00,2.83
0.080896,0.000000,0.00,2.83
0.087031,0.000000,0.00,2.84
0.093146,0.000000,0.00,2.84
0.099241,0.000000,0.00,2.84
0.105313,0.000000,0.00,2.84
0.111362,0.000000,0.00,2.85
0.117385,0.000000,0.00,2.85
0.123383,0.000000,0.00,2.85
0.129353,0.000000,0.00,2.86
0.135294,0.000000,0.00,2.86
0.141205,0.000000,0.00,2.86
0.147084,0.000000,0.00,2.86
0.152930,0.000000,0.00,2.87
0.158742,0.000000,0.00,2.87
0.164518,0.000000,0.00,2.87
0.170258,0.000000,0.00,2.87
0.175959,0.000000,0.00,2.88
0.181621,0.000000,0.00,2.88
0.187243,0.000000,0.00,2.88
0.192822,0.000000,0.00,2.88
0.198359,0.000000,0.00,2.89
0.203851,0.000000,0.00,2.89
0.209297,0.000000,0.00,2.89
0.214697,0.000000,0.00,2.90
0.220048,0.000000,0.00,2.90
0.225351,0.000000,0.00,2.90
0.230603,0.000000,0.00,2.90
0.235803,0.000000,0.00,2.91
0.240950,0.000000,0.00,2.91
0.246044,0.000000,0.00,2.91
0.251082,0.000000,0.00,2.91
0.256064,0.000000,0.00,2.92
0.260989,0.000000,0.00,2.92
0.265856,0.000000,0.00,2.92
0.270663,0.000000,0.00,2.92
0.275410,0.000000,0.00,2.93
0.280094,0.000000,0.00,2.93
0.284717,0.000000,0.00,2.93
0.289275,0.000000,0.00,2.94
0.293769,0.000000,0.00,2.94
0.298197,0.000000,0.00,2.94
0.302558,0.000000,0.00,2.94
0.306852,0.000000,0.00,2.95
0.311076,0.000000,0.00,2.95
0.315232,0.000000,0.00,2.95
0.319316,0.000000,0.00,2.95
0.323330,0.000000,0.00,2.96
0.327270,0.000000,0.00,2.96
0.331138,0.000000,0.00,2.96
0.334932,0.000000,0.00,2.96
0.338650,0.000000,0.00,2.97
0.342293,0.000000,0.00,2.97
0.345859,0.000000,0.00,2.97
0.349348,0.000000,0.00,2.98
0.352758,0.000000,0.00,2.98
0.356090,0.000000,0.00,2.98
0.359342,0.000000,0.00,2.98
0.362514,0.000000,0.00,2.99
0.365604,0.000000,0.00,2.99
0.368613,0.000000,0.00,2.99
0.371539,0.000000,0.00,2.99
0.374382,0.000000,0.00,3.00
0.377141,0.000000,0.00,3.00
0.379815,0.000000,0.00,3.00
0.382405,0.000000,0.00,3.00
0.384909,0.000000,0.00,3.01
0.387327,0.000000,0.00,3.01
0.389659,0.000000,0.00,3.01
0.391903,0.000000,0.00,3.02
0.394059,0.000000,0.00,3.02
0.396128,0.000000,0.00,3.02
0.398107,0.000000,0.00,3.02
0.399998,0.000000,0.00,3.03
0.401799,0.000000,0.00,3.03
0.403510,0.000000,0.00,3.03
0.405130,0.000000,0.00,3.03
0.406660,0.000000,0.00,3.04
0.408100,0.000000,0.00,3.04
0.409447,0.000000,0.00,3.04
0.410703,0.000000,0.00,3.04
0.411868,0.000000,0.00,3.05
0.412940,0.000000,0.00,3.05
0.413919,0.000000,0.00,3.05
0.414806,0.000000,0.00,3.06
0.415600,0.000000,0.00,3.06
0.416302,0.000000,0.00,3.06
0.416909,0.000000,0.00,3.06
0.417424,0.000000,0.00,3.07
0.417845,0.000000,0.00,3.07
0.418173,0.000000,0.00,3.07
0.418407,0.000000,0.00,3.07
0.418548,0.000000,0.00,3.08
0.418595,0.000000,0.00,3.08
0.418548,0.000000,0.00,3.08
0.418407,0.000000,0.00,3.08
0.418173,0.000000,0.00,3.09
0.417845,0.000000,0.00,3.09
0.417424,0.000000,0.00,3.09
0.416909,0.000000,0.00,3.10
0.416302,0.000000,0.00,3.10
0.415600,0.000000,0.00,3.10
0.414806,0.000000,0.00,3.10
0.413919,0.000000,0.00,3.11
0.412940,0.000000,0.00,3.11
0.411868,0.000000,0.00,3.11
0.410703,0.000000,0.00,3.11
0.409447,0.000000,0.00,3.12
0.408100,0.000000,0.00,3.12
0.406660,0.000000,0.00,3.12
0.405130,0.000000,0.00,3.12
0.403510,0.000000,0.00,3.13
0.401799,0.000000,0.00,3.13
0.399998,0.000000,0.00,3.13
0.398107,0.000000,0.00,3.14
0.396128,0.000000,0.00,3.14
0.394059,0.000000,0.00,3.14
0.391903,0.000000,0.00,3.14
0.389659,0.000000,0.00,3.15
0.387327,0.000000,0.00,3.15
0.384909,0.000000,0.00,3.15
0.382405,0.000000,0.00,3.15
0.379815,0.000000,0.00,3.16
0.377141,0.000000,0.00,3.16
0.374382,0.000000,0.00,3.16
0.371539,0.000000,0.00,3.16
0.368613,0.000000,0.00,3.17
0.365604,0.000000,0.00,3.17
0.362514,0.000000,0.00,3.17
0.359342,0.000000,0.00,3.18
0.356090,0.000000,0.00,3.18
0.352758,0.000000,0.00,3.18
0.349348,0.000000,0.00,3.18
0.345859,0.000000,0.00,3.19
0.342293,0.000000,0.00,3.19
0.338650,0.000000,0.00,3.19
0.334932,0.000000,0.00,3.19
0.331138,0.000000,0.00,3.20
0.327270,0.000000,0.00,3.20
0.323330,0.000000,0.00,3.20
0.319316,0.000000,0.00,3.20
0.315232,0.000000,0.00,3.21
0.311076,0.000000,0.00,3.21
0.306852,0.000000,0.00,3.21
0.302558,0.000000,0.00,3.22
0.298197,0.000000,0.00,3.22
0.293769,0.000000,0.00,3.22
0.289275,0.000000,0.00,3.22
0.284717,0.000000,0.00,3.23
0.280094,0.000000,0.00,3.23
0.275410,0.000000,0.00,3.23
0.270663,0.000000,0.00,3.23
0.265856,0.000000,0.00,3.24
0.260989,0.000000,0.00,3.24
0.256064,0.000000,0.00,3.24
0.251082,0.000000,0.00,3.24
0.246044,0.000000,0.00,3.25
0.240950,0.000000,0.00,3.25
0.235803,0.000000,0.00,3.25
0.230603,0.000000,0.00,3.26
0.225351,0.000000,0.00,3.26
0.220048,0.000000,0.00,3.26
0.214697,0.000000,0.00,3.26
0.209297,0.000000,0.00,3.27
0.203851,0.000000,0.00,3.27
0.198359,0.000000,0.00,3.27
0.192822,0.000000,0.00,3.27
0.187243,0.000000,0.00,3.28
0.181621,0.000000,0.00,3.28
0.175959,0.000000,0.00,3.28
0.170258,0.000000,0.00,3.28
0.164518,0.000000,0.00,3.29
0.158742,0.000000,0.00,3.29
0.152930,0.000000,0.00,3.29
0.147084,0.000000,0.00,3.30
0.141205,0.000000,0.00,3.30
0.135294,0.000000,0.00,3.30
0.129353,0.000000,0.00,3.30
0.123383,0.000000,0.00,3.31
0.117385,0.000000,0.00,3.31
0.111362,0.000000,0.00,3.31
0.105313,0.000000,0.00,3.31
0.099241,0.000000,0.00,3.32
0.093146,0.000000,0.00,3.32
0.087031,0.000000,0.00,3.32
0.080896,0.000000,0.00,3.32
0.074743,0.000000,0.00,3.33
0.068573,0.000000,0.00,3.33
0.062388,0.000000,0.00,3.33
0.056189,0.000000,0.00,3.34
0.049978,0.000000,0.00,3.34
0.043755,0.000000,0.00,3.34
0.037523,0.000000,0.00,3.34
0.031282,0.000000,0.00,3.35
0.025034,0.000000,0.00,3.35
0.018780,0.000000,0.00,3.35
0.012522,0.000000,0.00,3.35
0.006262,0.000000,0.00,3.36
0.000000,0.000000,0.00,3.36
0.013809,0.000000,0.00,3.36
0.027615,0.000000,0.00,3.36
0.041415,0.000000,0.00,3.37
0.055206,0.000000,0.00,3.37
0.068985,0.000000,0.00,3.37
0.082748,0.000000,0.00,3.38
0.096492,0.000000,0.00,3.38
0.110215,0.000000,0.00,3.38
0.123913,0.000000,0.00,3.38
0.137583,0.000000,0.00,3.39
0.151223,0.000000,0.00,3.39
0.164829,0.000000,0.00,3.39
0.178398,0.000000,0.00,3.39
0.191927,0.000000,0.00,3.40
0.205413,0.000000,0.00,3.40
0.218853,0.000000,0.00,3.40
0.232244,0.000000,0.00,3.40
0.245583,0.000000,0.00,3.41
0.258867,0.000000,0.00,3.41
0.272094,0.000000,0.00,3.41
0.285259,0.000000,0.00,3.42
0.298360,0.000000,0.00,3.42
0.311395,0.000000,0.00,3.42
0.324360,0.000000,0.00,3.42
0.337253,0.000000,0.00,3.43
0.350070,0.000000,0.00,3.43
0.362808,0.000000,0.00,3.43
0.375466,0.000000,0.00,3.43
0.388039,0.000000,0.00,3.44
0.400525,0.000000,0.00,3.44
0.412922,0.000000,0.00,3.44
0.425227,0.000000,0.00,3.44
0.437436,0.000000,0.00,3.45
0.449548,0.000000,0.00,3.45
0.461559,0.000000,0.00,3.45
0.473466,0.000000,0.00,3.46
0.485268,0.000000,0.00,3.46
0.496961,0.000000,0.00,3.46
0.508542,0.000000,0.00,3.46
0.520010,0.000000,0.00,3.47
0.531362,0.000000,0.00,3.47
0.542595,0.000000,0.00,3.47
0.553706,0.000000,0.00,3.47
0.564693,0.000000,0.00,3.48
0.575554,0.000000,0.00,3.48
0.586286,0.000000,0.00,3.48
0.596887,0.000000,0.00,3.48
0.607354,0.000000,0.00,3.49
0.617686,0.000000,0.00,3.49
0.627879,0.000000,0.00,3.49
0.637932,0.000000,0.00,3.50
0.647842,0.000000,0.00,3.50
0.657607,0.000000,0.00,3.50
0.667224,0.000000,0.00,3.50
0.676693,0.000000,0.00,3.51
0.686010,0.000000,0.00,3.51
0.695173,0.000000,0.00,3.51
0.704181,0.000000,0.00,3.51
0.713031,0.000000,0.00,3.52
0.721722,0.000000,0.00,3.52
0.730251,0.000000,0.00,3.52
0.738617,0.000000,0.00,3.53
0.746817,0.000000,0.00,3.53
0.754851,0.000000,0.00,3.53
0.762715,0.000000,0.00,3.53
0.770409,0.000000,0.00,3.54
0.777930,0.000000,0.00,3.54
0.785277,0.000000,0.00,3.54
0.792449,0.000000,0.00,3.54
0.799443,0.000000,0.00,3.55
0.806258,0.000000,0.00,3.55
0.812893,0.000000,0.00,3.55
0.819346,0.000000,0.00,3.55
0.825615,0.000000,0.00,3.56
0.831700,0.000000,0.00,3.56
0.837598,0.000000,0.00,3.56
0.843309,0.000000,0.00,3.57
0.848832,0.000000,0.00,3.57
0.854164,0.000000,0.00,3.57
0.859305,0.000000,0.00,3.57
0.864254,0.000000,0.00,3.58
0.869010,0.000000,0.00,3.58
0.873571,0.000000,0.00,3.58
0.877937,0.000000,0.00,3.58
0.882106,0.000000,0.00,3.59
0.886077,0.000000,0.00,3.59
0.889851,0.000000,0.00,3.59
0.893425,0.000000,0.00,3.59
0.896799,0.000000,0.00,3.60
0.899973,0.000000,0.00,3.60
0.902945,0.000000,0.00,3.60
0.905715,0.000000,0.00,3.61
0.908282,0.000000,0.00,3.61
0.910646,0.000000,0.00,3.61
0.912807,0.000000,0.00,3.61
0.914763,0.000000,0.00,3.62
0.916514,0.000000,0.00,3.62
0.918060,0.000000,0.00,3.62
0.919401,0.000000,0.00,3.62
0.920536,0.000000,0.00,3.63
0.921465,0.000000,0.00,3.63
0.922188,0.000000,0.00,3.63
0.922704,0.000000,0.00,3.63
0.923014,0.000000,0.00,3.64
0.923117,0.000000,0.00,3.64
0.923014,0.000000,0.00,3.64
0.922704,0.000000,0.00,3.65
0.922188,0.000000,0.00,3.65
0.921465,0.000000,0.00,3.65
0.920536,0.000000,0.00,3.65
0.919401,0.000000,0.00,3.66
0.918060,0.000000,0.00,3.66
0.916514,0.000000,0.00,3.66
0.914763,0.000000,0.00,3.66
0.912807,0.000000,0.00,3.67
0.910646,0.000000,0.00,3.67
0.908282,0.000000,0.00,3.67
0.905715,0.000000,0.00,3.67
0.902945,0.000000,0.00,3.68
0.899973,0.000000,0.00,3.68
0.896799,0.000000,0.00,3.68
0.893425,0.000000,0.00,3.69
0.889851,0.000000,0.00,3.69
0.886077,0.000000,0.00,3.69
0.882106,0.000000,0.00,3.69
0.877937,0.000000,0.00,3.70
0.873571,0.000000,0.00,3.70
0.869010,0.000000,0.00,3.70
0.864254,0.000000,0.00,3.70
0.859305,0.000000,0.00,3.71
0.854164,0.000000,0.00,3.71
0.848832,0.000000,0.00,3.71
0.843309,0.000000,0.00,3.71
0.837598,0.000000,0.00,3.72
0.831700,0.000000,0.00,3.72
0.825615,0.000000,0.00,3.72
0.819346,0.000000,0.00,3.73
0.812893,0.000000,0.00,3.73
0.806258,0.000000,0.00,3.73
0.799443,0.000000,0.00,3.73
0.792449,0.000000,0.00,3.74
0.785277,0.000000,0.00,3.74
0.777930,0.000000,0.00,3.74
0.770409,0.000000,0.00,3.74
0.762715,0.000000,0.00,3.75
0.754851,0.000000,0.00,3.75
0.746817,0.000000,0.00,3.75
0.738617,0.000000,0.00,3.75
0.730251,0.000000,0.00,3.76
0.721722,0.000000,0.00,3.76
0.713031,0.000000,0.00,3.76
0.704181,0.000000,0.00,3.77
0.695173,0.000000,0.00,3.77
0.686010,0.000000,0.00,3.77
0.676693,0.000000,0.00,3.77
0.667224,0.000000,0.00,3.78
0.657607,0.000000,0.00,3.78
0.647842,0.000000,0.00,3.78
0.637932,0.000000,0.00,3.78
0.627879,0.000000,0.00,3.79
0.617686,0.000000,0.00,3.79
0.607354,0.000000,0.00,3.79
0.596887,0.000000,0.00,3.79
0.586286,0.000000,0.00,3.80
0.575554,0.000000,0.00,3.80
0.564693,0.000000,0.00,3.80
0.553706,0.000000,0.00,3.81
0.542595,0.000000,0.00,3.81
0.531362,0.000000,0.00,3.81
0.520010,0.000000,0.00,3.81
0.508542,0.000000,0.00,3.82
0.496961,0.000000,0.00,3.82
0.485268,0.000000,0.00,3.82
0.473466,0.000000,0.00,3.82
0.461559,0.000000,0.00,3.83
0.449548,0.000000,0.00,3.83
0.437436,0.000000,0.00,3.83
0.425227,0.000000,0.00,3.83
0.412922,0.000000,0.00,3.84
0.400525,0.000000,0.00,3.84
0.388039,0.000000,0.00,3.84
0.375466,0.000000,0.00,3.85
0.362808,0.000000,0.00,3.85
0.350070,0.000000,0.00,3.85
0.337253,0.000000,0.00,3.85
0.324360,0.000000,0.00,3.86
0.311395,0.000000,0.00,3.86
0.298360,0.000000,0.00,3.86
0.285259,0.000000,0.00,3.86
0.272094,0.000000,0.00,3.87
0.258867,0.000000,0.00,3.87
0.245583,0.000000,0.00,3.87
0.232244,0.000000,0.00,3.87
0.218853,0.000000,0.00,3.88
0.205413,0.000000,0.00,3.88
0.191927,0.000000,0.00,3.88
0.178398,0.000000,0.00,3.89
0.164829,0.000000,0.00,3.89
0.151223,0.000000,0.00,3.89
0.137583,0.000000,0.00,3.89
0.123913,0.000000,0.00,3.90
0.110215,0.000000,0.00,3.90
0.096492,0.000000,0.00,3.90
0.082748,0.000000,0.00,3.90
0.068985,0.000000,0.00,3.91
0.055206,0.000000,0.00,3.91
0.041415,0.000000,0.00,3.91
0.027615,0.000000,0.00,3.91
0.013809,0.000000,0.00,3.92
0.000000,0.000000,0.00,3.92
0.009436,0.000000,0.00,3.92
0.018869,0.000000,0.00,3.93
0.028299,0.000000,0.00,3.93
0.037722,0.000000,0.00,3.93
0.047137,0.000000,0.00,3.93
0.056541,0.000000,0.00,3.94
0.065932,0.000000,0.00,3.94
0.075309,0.000000,0.00,3.94
0.084669,0.000000,0.00,3.94
0.094010,0.000000,0.00,3.95
0.103330,0.000000,0.00,3.95
0.112627,0.000000,0.00,3.95
0.121898,0.000000,0.00,3.95
0.131142,0.000000,0.00,3.96
0.140357,0.000000,0.00,3.96
0.149541,0.000000,0.00,3.96
0.158691,0.000000,0.00,3.97
0.167805,0.000000,0.00,3.97
0.176882,0.000000,0.00,3.97
0.185920,0.000000,0.00,3.97
0.194916,0.000000,0.00,3.98
0.203868,0.000000,0.00,3.98
0.212774,0.000000,0.00,3.98
0.221633,0.000000,0.00,3.98
0.230442,0.000000,0.00,3.99
0.239200,0.000000,0.00,3.99
0.247904,0.000000,0.00,3.99
0.256553,0.000000,0.00,3.99
0.265144,0.000000,0.00,4.00
0.273676,0.000000,0.00,4.00
